loan_id,pd_score,risk_decile,credit_decision,scored_at,model_version
LOAN_000925,0.7892776,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000945,0.8691004,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000946,0.8131563,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000961,0.8087903,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000965,0.480242,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000972,0.8098017,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000986,0.7535155,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000991,0.29584247,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000992,0.4441375,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_000997,0.7248732,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001005,0.27840167,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001008,0.24395482,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001010,0.31489757,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001011,0.8218917,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001014,0.51171964,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001024,0.5648501,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001025,0.73059624,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001026,0.7223721,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001032,0.8068031,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001037,0.84521514,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001041,0.28011897,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001043,0.8342947,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001053,0.6313578,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001079,0.70726436,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001080,0.63658345,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001089,0.77003604,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001093,0.7065438,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001100,0.7993919,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001102,0.45949787,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001108,0.4513198,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001109,0.87126523,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001114,0.78255117,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001120,0.25687858,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001127,0.245855,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001132,0.7240443,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001157,0.30166775,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001161,0.29265344,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001176,0.3503011,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001184,0.7435464,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001189,0.85478336,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001208,0.7800146,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001222,0.49469528,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001243,0.7092767,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001250,0.6883576,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001251,0.41582552,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001269,0.7921908,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001273,0.7181262,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001283,0.84926134,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001288,0.8869499,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001290,0.47983807,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001291,0.550571,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001294,0.6700117,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001296,0.5896092,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001299,0.7540044,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001306,0.76777816,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001325,0.75724924,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001328,0.7258014,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001329,0.42759368,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001350,0.7339672,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001355,0.73140615,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001356,0.6570807,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001358,0.6904952,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001361,0.5625165,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001365,0.42319715,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001369,0.19638474,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001382,0.81955934,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001392,0.5064751,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001415,0.49592388,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001418,0.42524183,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001419,0.543333,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001429,0.8023816,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001431,0.91794467,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001435,0.75494015,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001446,0.5624879,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001450,0.73098636,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001459,0.8361625,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001468,0.7473968,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001479,0.5862369,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001488,0.8788846,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001489,0.7572641,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001492,0.4319437,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001508,0.838509,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001517,0.7064076,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001525,0.659044,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001531,0.43352365,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001534,0.8187998,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001543,0.60441613,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001546,0.54171115,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001553,0.85391843,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001559,0.8194604,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001565,0.7750596,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001570,0.57166106,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001572,0.8378569,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001581,0.30316076,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001584,0.72841805,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001589,0.8050862,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001592,0.783284,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001599,0.27857545,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001604,0.8293376,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001613,0.66229624,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001618,0.34899738,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001620,0.26269418,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001631,0.8021907,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001637,0.31960535,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001678,0.75231904,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001679,0.82052207,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001698,0.42114946,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001705,0.43269545,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001741,0.42732793,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001755,0.8254577,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001761,0.38124594,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001762,0.7791128,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001767,0.32256866,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001778,0.8717946,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001784,0.6415152,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001791,0.70940185,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001793,0.77152586,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001794,0.8240991,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001798,0.84472775,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001800,0.83592963,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001807,0.23350133,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001810,0.435535,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001825,0.77043056,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001826,0.7373284,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001848,0.7010045,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001850,0.64559424,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001865,0.6635898,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001872,0.86931247,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001881,0.78993374,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001882,0.56477946,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001887,0.7606705,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001897,0.6982871,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001902,0.8204519,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001904,0.32047796,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001906,0.764156,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001908,0.77480537,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001912,0.88622713,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001919,0.8200316,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001922,0.20550655,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001938,0.55478686,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001949,0.79562044,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001950,0.2509269,1,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001952,0.40427446,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001962,0.8560369,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001969,0.59875566,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001974,0.41278642,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001981,0.7027372,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001986,0.65217036,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001991,0.5079298,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_001998,0.5615697,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002011,0.8672461,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002024,0.8107919,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002031,0.89739424,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002037,0.89640117,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002041,0.3948278,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002043,0.59785897,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002049,0.8672267,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002072,0.4662584,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002094,0.5812572,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002128,0.74866176,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002143,0.6815249,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002147,0.76503026,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002148,0.41706356,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002156,0.7126737,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002168,0.5279101,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002174,0.71590614,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002179,0.40387934,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002195,0.7326782,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002213,0.49636847,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002214,0.70915335,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002215,0.4029791,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002217,0.78768164,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002222,0.43071753,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002223,0.5676676,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002225,0.7644524,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002228,0.44384724,3,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002229,0.8874078,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002237,0.78545755,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002238,0.5198528,4,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002248,0.39400575,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002259,0.41188422,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002274,0.8671658,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002289,0.7828613,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002292,0.8290763,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002302,0.6325105,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002307,0.71410596,6,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002315,0.87089944,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002333,0.845717,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002334,0.8008505,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002336,0.8816045,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002337,0.87434006,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002343,0.8675811,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002375,0.7644819,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002429,0.37117586,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002430,0.83170885,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002432,0.59763306,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002433,0.7656451,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002436,0.81451464,9,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002437,0.37635708,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002438,0.8750551,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002446,0.7885661,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002452,0.8813209,10,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002457,0.6686729,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002466,0.8015386,8,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002478,0.77074313,7,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002480,0.4076169,2,DECLINE,2025-12-24T11:54:53.152877,v1.0
LOAN_002483,0.6229825,5,DECLINE,2025-12-24T11:54:53.152877,v1.0
